,,,,,,,
Year,Source,Product Name,Country Name,Volume (kg),Value (USD),Calculated Duty (USD),Edible code
2018,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"1,098","16,131",0,E
2021,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"110,167","263,608",0,E
2021,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"2,964,288","12,961,418",0,E
2021,IMP,GROUNDFISH HADDOCK MEAT FRESH,NORWAY,"67,995","826,739",0,E
2021,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,"7,065","83,746",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"21,428","178,656",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"53,906","399,417",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"4,078","24,850",0,E
2019,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,"13,775","163,197",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"2,096,882","28,735,959",0,E
2019,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"25,826","317,444",0,E
2019,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"1,590,175","6,509,882",0,E
2019,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"74,605","289,962",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"44,700","478,521",0,E
2019,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"23,205","273,948",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"3,787,297","54,269,550",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"57,931","832,551",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"19,829","303,702",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"8,033","140,581",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"15,072","85,422",0,E
2019,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"2,562,421","10,918,723",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"1,306","16,604",0,E
2020,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"1,886","31,740",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,ICELAND,"5,680","61,456",0,E
2020,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"1,515","22,386",0,E
2020,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"1,180,742","5,036,148",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FRESH,NORWAY,"1,028","8,434",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"177,293","797,113",0,E
2019,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,NORWAY,677,"8,136",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"28,730","250,822",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,219,"4,281",0,E
2020,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,"2,370","28,579",0,E
2020,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,"2,133","28,125",0,E
2020,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"71,108","303,218",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"208,237","1,097,493",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"1,469","18,772",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"17,418","245,878",0,E
2020,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT NOT > 43%,NORWAY,"1,399","15,178",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"30,821","471,739",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"22,800","214,660",0,E
2022,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"3,568,518","16,742,313",0,E
2020,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"21,362","218,980",0,E
2020,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,475,"7,350",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"98,925","1,466,626",0,E
2021,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,591,"7,163",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"167,086","2,353,869",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"13,370","289,127",0,E
2022,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"617,060","3,414,844",0,E
2023,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"199,050","3,769,083",0,E
2023,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"58,032","768,944",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"79,126","1,162,665",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"206,013","3,118,040",0,E
2023,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"436,021","7,137,926",0,E
2020,IMP,GROUNDFISH HADDOCK FROZEN,ICELAND,"21,914","132,298",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"3,282","47,276",0,E
2023,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,305,"4,112",0,E
2023,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"824,203","13,648,422",0,E
2023,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"28,046","361,316",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"10,884","94,677",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"1,019","7,194",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"22,976","148,641",0,E
2023,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"36,144","249,405",0,E
2023,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"1,500","12,900",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,ICELAND,209,"19,549",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"1,200","10,320",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"749,020","4,113,818",0,E
2022,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,840,"16,103",0,E
2023,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,347,"3,521",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,91,"2,019",0,E
2022,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"1,656","30,225",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"5,503","53,401",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"1,362","21,050",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"1,071,461","13,727,833",0,E
2014,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"62,341","868,066",0,E
2014,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"181,867","2,597,003",0,E
2014,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"54,096","440,992",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"16,496","126,264",0,E
2014,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"43,361","262,059",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"45,282","573,149",0,E
2014,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"2,785","37,898",0,E
2011,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,"234,927","1,911,013",0,E
2015,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"1,630,506","15,578,658",0,E
2015,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"66,890","847,375",0,E
2010,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"256,852","1,236,484",0,E
2010,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"2,235,871","16,851,943",0,E
2010,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"3,227","71,131",0,E
2010,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"17,559","58,861",0,E
2010,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,599,"6,996",0,E
2011,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"3,054","16,900",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"40,020","508,949",0,E
2013,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"259,840","3,182,432",0,E
2013,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"30,354","399,049",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"9,570","43,568",0,E
2013,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"1,519,175","12,731,187",0,E
2013,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"11,034","110,042",0,E
2012,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"148,655","1,692,803",0,E
2012,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"21,355","153,947",0,E
2012,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"1,374,864","10,971,852",0,E
2012,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"77,236","384,423",0,E
2012,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"1,503","17,854",0,E
2011,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT NOT > 43%,NORWAY,"7,457","123,101",0,E
2012,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"421,946","2,275,772",0,E
2011,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"178,008","2,163,316",0,E
2011,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"10,631","77,028",0,E
2012,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,816,"8,550",0,E
2012,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"2,119","19,978",0,E
2012,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,261,"2,106",0,E
2012,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"27,603","82,273",0,E
2012,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"6,478","19,717",0,E
2013,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",ICELAND,"11,945","225,923",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"32,578","204,956",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"4,013","30,081",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"8,095","28,081",0,E
2013,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"3,738","50,483",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FROZEN,ICELAND,221,"2,725",0,E
2013,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"16,965","291,209",0,E
2013,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,263,"3,240",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"84,573","1,067,820",0,E
2015,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"19,729","127,884",0,E
2015,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"891,798","12,111,133",0,E
2015,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"124,842","1,406,226",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"2,652","21,764",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"3,369","29,106",0,E
2016,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"25,803","130,557",0,E
2016,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"606,795","2,530,097",0,E
2016,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"28,458","141,582",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"1,579,319","20,197,183",0,E
2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"45,112","622,724",0,E
2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"31,434","244,504",0,E
2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"59,961","813,725",0,E
2014,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,NORWAY,"19,963","164,800",0,E
2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"1,134","13,687",0,E
2014,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"18,560","124,297",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"1,875","24,592",0,E
2014,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",NORWAY,675,"12,540",0,E
2015,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"8,373","99,933",0,E
2015,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"25,313","335,119",0,E
2014,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE > 50%,ICELAND,"10,018","83,847",0,E
2014,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,"1,446","6,488",0,E
2015,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,"1,422","13,917",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,680,"8,900",0,E
2016,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT > 50%,NORWAY,"22,407","137,191",0,E
2016,IMP,GROUNDFISH COD NSPF MEAT FRESH,ICELAND,443,"5,500",0,E
2016,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,"1,136","5,705",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,718,"5,304",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"113,287","694,135",0,E
2014,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,450,"8,696",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"37,142","308,870",0,E
2017,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"15,781","178,337",0,E
2016,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE > 50%,ICELAND,"3,490","24,716",0,E
2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"1,120","12,074",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"867,493","9,479,488",0,E
2017,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"34,666","498,091",0,E
2017,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"52,888","773,945",0,E
2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"44,951","725,578",0,E
2016,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"17,418","225,350",0,E
2017,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,"36,800","463,527",0,E
2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"17,418","225,450",0,E
2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"167,254","1,334,519",0,E
2017,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,"1,692","18,984",0,E
2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"34,541","424,413",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"32,919","480,208",0,E
2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,680,"8,400",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,246,"2,145",0,E
2017,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",ICELAND,"1,130","18,498",0,E
2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,NORWAY,"13,346","164,205",0,E
2017,IMP,GROUNDFISH COD NSPF MEAT FRESH,NORWAY,"26,694","326,662",0,E
2017,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"6,497","34,770",0,E
2018,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"1,059,895","4,748,260",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,209,"2,259",0,E
2017,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,500,"7,439",0,E
2017,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,240,"3,788",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"66,184","769,164",0,E
2018,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"521,353","6,785,732",0,E
2018,IMP,GROUNDFISH COD NSPF MEAT FRESH,ICELAND,"1,529","22,308",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"181,900","2,367,944",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"232,701","2,881,952",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"21,406","289,068",0,E
2018,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"102,502","1,015,495",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"6,589","78,600",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"6,454","37,396",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FROZEN,ICELAND,960,"3,360",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"1,609","10,546",0,E
2018,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,"3,090","27,248",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"11,402","113,809",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"2,501","27,613",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"95,166","865,749",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"437,718","1,768,255",0,E
2021,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"25,848","491,898",0,E
2021,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"645,748","9,906,936",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"438,213","3,509,090",0,E
2021,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"13,500","295,385",0,E
2021,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,454,"5,500",0,E
2019,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"714,566","9,863,233",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"201,316","2,742,272",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"73,695","1,019,321",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"190,914","2,478,972",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"56,766","697,443",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"4,161,413","40,883,025",0,E
2019,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"2,126,209","21,007,077",0,E
2019,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"18,713","237,305",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"50,890","709,433",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,340,"6,075",0,E
2020,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"122,705","1,637,651",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"6,358","68,832",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"3,569","36,276",0,E
2019,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"9,822","149,790",0,E
2020,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"631,226","4,186,771",0,E
2020,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,907,"12,541",0,E
2020,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"74,175","948,022",0,E
2020,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,NORWAY,"125,584","1,543,181",0,E
2020,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"35,310","474,629",0,E
2019,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"260,950","2,721,583",0,E
2019,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"5,663","96,211",0,E
2019,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,300,"3,555",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"2,828","29,125",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,118,"2,343",0,E
2020,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,907,"11,000",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"5,148","75,694",0,E
2021,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"21,987","302,042",0,E
2021,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,207,"3,945",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"2,449","21,600",0,E
2021,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"1,315","19,430",0,E
2020,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"58,050","1,239,317",0,E
2022,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"4,518,886","41,840,234",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"64,893","1,026,704",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"78,135","1,157,036",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"277,383","3,223,212",0,E
2022,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,272,"4,689",0,E
2023,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"2,690,173","27,870,393",0,E
2023,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"200,087","2,727,665",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"604,706","3,903,793",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"6,217,088","76,266,812",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"20,905","302,141",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"525,794","2,952,133",0,E
2023,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"254,979","1,191,249",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"46,428","604,483",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"249,452","2,907,480",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"26,421","276,092",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"12,428","165,572",0,E
2023,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"552,589","1,541,755",0,E
2023,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,ICELAND,"67,266","456,632",0,E
2022,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"382,830","1,990,712",0,E
2022,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,"3,466","17,328",0,E
2020,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,227,"2,369",0,E
2023,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"3,987","77,845",0,E
2023,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"3,975","23,850",0,E
2022,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"16,617","228,117",0,E
2022,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"1,423","23,420",0,E
2022,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"22,544","237,609",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"37,067","456,167",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"273,861","3,214,854",0,E
2014,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"27,042","324,682",0,E
2014,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"4,152,167","19,306,182",0,E
2014,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"3,112,012","24,214,908",0,E
2014,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"218,638","2,217,688",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"8,492","60,791",0,E
2014,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"268,139","1,378,979",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"1,840","29,753",0,E
2011,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"8,879","109,213",0,E
2015,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"906,869","3,992,241",0,E
2015,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"154,670","1,445,277",0,E
2010,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"1,153,374","8,265,112",0,E
2010,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"368,810","2,276,138",0,E
2010,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT NOT > 43%,NORWAY,"1,868","22,250",0,E
2010,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"74,037","711,358",0,E
2010,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"3,594","41,244",0,E
2010,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"92,850","185,700",0,E
2010,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,911,"7,291",0,E
2013,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"142,499","836,616",0,E
2013,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"563,837","1,906,529",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"81,626","1,027,426",0,E
